gse_id,species,catalog_species,protocol,nrows,ncols,n_genes,nnz,density,is_usa,pz_bytes,raw_int32_bytes,ratio,bits_per_nz,codec,has_transpose,has_obs_var,num_chunks
GSE284197,Macaca mulatta,Homo sapiens; Macaca mulatta,10xv3,106296,44765,35432,181426521,0.038128,True,131353143,1451591232,11.051,5.792,vocsc+zstd,False,True,44
GSE284205,Homo sapiens,Homo sapiens,10xv3,115818,9084,38606,30999615,0.029465,True,25586453,248033260,9.694,6.603,vocsc+zstd,False,True,9
GSE284230,Homo sapiens,Homo sapiens,10x_suspect,115818,123438,38606,14659944,0.001025,True,20110817,117773308,5.856,10.975,vocsc+zstd,False,True,121
GSE284242,Homo sapiens,Homo sapiens,10x_suspect,115818,23915,38606,117459104,0.042407,True,87855362,939768496,10.697,5.984,vocsc+zstd,False,True,24
GSE284249,Mus musculus,Mus musculus,10xv4,171540,511597,57180,93577432,0.001066,True,106310905,750665848,7.061,9.089,vocsc+zstd,False,True,500
GSE284297,Homo sapiens,Homo sapiens,10xv3,115818,6251,38606,10843737,0.014978,True,9894261,86774904,8.77,7.3,vocsc+zstd,False,True,7
GSE284391,Homo sapiens,Homo sapiens,10x_suspect,115818,16141,38606,79033197,0.042277,True,61104662,632330144,10.348,6.185,vocsc+zstd,False,True,16
GSE284640,Mus musculus,Mus musculus,10x_multiome,171540,1895,57180,2194518,0.006751,True,3385926,17563728,5.187,12.343,vocsc+zstd,False,True,2
GSE284662,Mus musculus,Mus musculus,10xv3,171540,46431,57180,30558100,0.003837,True,29483303,244650528,8.298,7.719,vocsc+zstd,False,True,46
GSE284677,Homo sapiens,Homo sapiens,10xv3,115818,22060,38606,35258827,0.0138,True,29303613,282158860,9.629,6.649,vocsc+zstd,False,True,22
GSE284681,Mus musculus,Mus musculus,10x_suspect,171540,32443,57180,187041983,0.033609,True,135376889,1496465640,11.054,5.79,vocsc+zstd,False,True,32
GSE284729,Danio rerio,Danio rerio,10x_suspect,97560,982993,32520,579641918,0.006044,True,535472636,4641067320,8.667,7.39,vocsc+zstd,False,True,960
GSE284735,Mus musculus,Mus musculus,dnbelab,171540,13011,57180,11884181,0.005325,True,11507811,95125496,8.266,7.747,vocsc+zstd,False,True,13
GSE284796,Homo sapiens,Homo sapiens,10xv3,115818,41981,38606,25490391,0.005243,True,24177754,204091056,8.441,7.588,vocsc+zstd,False,True,41
GSE284815,Homo sapiens,Homo sapiens,10xv3,115818,14794,38606,74744959,0.043623,True,52630644,598018852,11.363,5.633,vocsc+zstd,False,True,15
GSE284856,Mus musculus,Mus musculus,10xv3,171540,15730,57180,37398764,0.01386,True,29078829,299253036,10.291,6.22,vocsc+zstd,False,True,16
GSE285018,Mus musculus,Mus musculus,unknown,171540,44219,57180,3573684,0.000471,True,6655137,28766352,4.322,14.898,vocsc+zstd,False,True,44
GSE285025,Mus musculus,Mus musculus,10x_suspect,171540,79706,57180,76618192,0.005604,True,62069463,613264364,9.88,6.481,vocsc+zstd,False,True,78
GSE285060,Homo sapiens,Homo sapiens,10x_suspect,115818,927,38606,667226,0.006215,True,1523231,5341520,3.507,18.263,vocsc+zstd,False,True,1
GSE285072,Mus musculus,Mus musculus,10x_suspect,171540,3462,57180,22185049,0.037357,True,17240438,177494244,10.295,6.217,vocsc+zstd,False,True,4
GSE285073,Mus musculus,Mus musculus,10x_suspect,171540,40939,57180,96991714,0.013811,True,71430320,776097472,10.865,5.892,vocsc+zstd,False,True,40
GSE285118,Homo sapiens,Homo sapiens,10xv3,115818,34307,38606,140694807,0.035409,True,108592470,1125695688,10.366,6.175,vocsc+zstd,False,True,34
GSE285146,Mus musculus,Mus musculus,10x_suspect,171540,135062,57180,66542792,0.002872,True,65096520,532882588,8.186,7.826,vocsc+zstd,False,True,132
GSE285169,Homo sapiens,Homo sapiens,10xv3,115818,44223,38606,331722387,0.064767,True,236238740,2653955992,11.234,5.697,vocsc+zstd,False,True,44
GSE285315,Homo sapiens,Homo sapiens,10x_multiome,115818,21906,38606,59395656,0.023411,True,48497366,475252876,9.8,6.532,vocsc+zstd,False,True,22
GSE285366,Mus musculus,,,171540,13606,57180,7037692,0.003015,True,8268335,56355964,6.816,9.399,vocsc+zstd,False,True,14
GSE285379,Homo sapiens,Homo sapiens,10x_multiome,115818,86198,38606,42347408,0.004242,True,41271503,339124060,8.217,7.797,vocsc+zstd,False,True,85
GSE285427,Mus musculus,Mus musculus,10xv3,171540,92937,57180,59738177,0.003747,True,56074623,478277168,8.529,7.509,vocsc+zstd,False,True,91
GSE285475,Mus musculus,Mus musculus,10xv3,171540,103298,57180,15145448,0.000855,True,15589971,121576780,7.798,8.235,vocsc+zstd,False,True,101
GSE285504,Mus musculus,Mus musculus,10xv3,171540,16086,57180,58794149,0.021307,True,44176152,470417540,10.649,6.011,vocsc+zstd,False,True,16
GSE285506,Mus musculus,,,171540,79098,57180,24760053,0.001825,True,29655860,198396820,6.69,9.582,vocsc+zstd,False,True,78
GSE285508,Mus musculus,Mus musculus,10xv3,171540,23965,57180,75005531,0.018245,True,56515308,600140112,10.619,6.028,vocsc+zstd,False,True,24
GSE285677,Mus musculus,,,171540,88769,57180,5439944,0.000357,True,9499509,43874632,4.619,13.97,vocsc+zstd,False,True,87
GSE285723,Mus musculus,Mus musculus,10xv3,171540,7286,57180,17626551,0.014103,True,15706779,141041556,8.98,7.129,vocsc+zstd,False,True,8
GSE285843,Homo sapiens,Homo sapiens,10xv3,115818,32261,38606,81359403,0.021775,True,64952970,651004272,10.023,6.387,vocsc+zstd,False,True,32
GSE285887,Mus musculus,Mus musculus,10xv3,171540,189741,57180,275002987,0.008449,True,234453701,2200782864,9.387,6.82,vocsc+zstd,False,True,186
GSE285920,Mus musculus,Mus musculus,microwell,171540,25273,57180,132041232,0.030457,True,91877115,1056430952,11.498,5.567,vocsc+zstd,False,True,25
GSE285936,Mus musculus,Mus musculus,10xv3,171540,312857,57180,263743313,0.004914,True,224427488,2111197936,9.407,6.807,vocsc+zstd,False,True,306
GSE286044,Mus musculus,Mus musculus,10xv4,171540,139070,57180,33807171,0.001417,True,35392904,271013652,7.657,8.375,vocsc+zstd,False,True,136
GSE286054,Homo sapiens,Homo sapiens,10xv2,115818,27316,38606,28034480,0.008861,True,24885353,224385108,9.017,7.101,vocsc+zstd,False,True,27
GSE286072,Mus musculus,Mus musculus,10x_suspect,171540,20298,57180,41834059,0.012015,True,35740046,334753668,9.366,6.835,vocsc+zstd,False,True,20
GSE286271,Mus musculus,Mus musculus,10xv2,171540,10394,57180,45349152,0.025434,True,35482927,362834796,10.226,6.26,vocsc+zstd,False,True,11
GSE286398,Mus musculus,Mus musculus,10xv2,171540,25878,57180,61553426,0.013866,True,49111829,492530924,10.029,6.383,vocsc+zstd,False,True,26
GSE286425,Mus musculus,Mus musculus,10xv3,171540,217384,57180,101236124,0.002715,True,95927367,810758532,8.452,7.58,vocsc+zstd,False,True,213
GSE286541,Mus musculus,Mus musculus,10x_suspect,171540,126541,57180,39237873,0.001808,True,45532064,314409152,6.905,9.283,vocsc+zstd,False,True,124
GSE286951,Mus musculus,Mus musculus,10x_suspect,171540,4463,57180,3588508,0.004687,True,4848194,28725920,5.925,10.808,vocsc+zstd,False,True,5
GSE287090,Homo sapiens,Homo sapiens,10x_suspect,115818,28362,38606,37296654,0.011354,True,33129334,298486684,9.01,7.106,vocsc+zstd,False,True,28
GSE287111,Homo sapiens,Homo sapiens,10x_suspect,115818,20408,38606,29321410,0.012405,True,24774845,234652916,9.471,6.76,vocsc+zstd,False,True,20
GSE287112,Mus musculus,Mus musculus,10xv3,171540,22187,57180,58215678,0.015296,True,44939357,465814176,10.365,6.176,vocsc+zstd,False,True,22
GSE287113,Homo sapiens,Homo sapiens,10xv2,115818,36580,38606,128747401,0.030389,True,96781458,1030125532,10.644,6.014,vocsc+zstd,False,True,36
GSE287188,Homo sapiens,Homo sapiens,10xv3,115818,19321,38606,79851656,0.035684,True,57691078,638890536,11.074,5.78,vocsc+zstd,False,True,19
GSE287277,Mus musculus,Mus musculus,10xv2,171540,7374,57180,1950390,0.001542,True,3499037,15632620,4.468,14.352,vocsc+zstd,False,True,8
GSE287310,Mus musculus,Mus musculus,10xv3,171540,74586,57180,76949194,0.006014,True,69347648,615891900,8.881,7.21,vocsc+zstd,False,True,73
GSE287386,Homo sapiens,Homo sapiens,10xv3,115818,14442,38606,58143930,0.034762,True,48271741,465209212,9.637,6.642,vocsc+zstd,False,True,15
GSE287413,Mus musculus,Mus musculus,10xv3,171540,146875,57180,400836281,0.015909,True,328010137,3207277752,9.778,6.547,vocsc+zstd,False,True,144
GSE287481,Mus musculus,Mus musculus,10xv3,171540,19894,57180,39146259,0.011471,True,33023978,313249652,9.486,6.749,vocsc+zstd,False,True,20
GSE287495,Mus musculus,Mus musculus,10xv3,171540,5173,57180,27961592,0.03151,True,22893300,223713432,9.772,6.55,vocsc+zstd,False,True,6
GSE287546,Mus musculus,Mus musculus,10x_suspect,171540,24653,57180,105167983,0.024868,True,78747474,841442480,10.685,5.99,vocsc+zstd,False,True,25
GSE287555,Mus musculus,Mus musculus,10xv3_5prime,171540,17658,57180,10744414,0.003547,True,11209415,86025948,7.674,8.346,vocsc+zstd,False,True,18
GSE287621,Mus musculus,Mus musculus,10x_suspect,171540,6569,57180,21360860,0.018956,True,16443202,170913160,10.394,6.158,vocsc+zstd,False,True,7
GSE287630,Homo sapiens,Homo sapiens,10xv3,115818,6343,38606,33342804,0.045387,True,25951366,266767808,10.28,6.227,vocsc+zstd,False,True,7
GSE287641,Mus musculus,Mus musculus,10xv3,171540,93155,57180,263925416,0.016516,True,190470462,2111775952,11.087,5.773,vocsc+zstd,False,True,91
GSE287661,Mus musculus,Mus musculus,10x_suspect,171540,26081,57180,56851567,0.012707,True,48320898,454916864,9.414,6.8,vocsc+zstd,False,True,26
GSE287664,Homo sapiens,Homo sapiens,10xv3,115818,519088,38606,162633323,0.002705,True,160092829,1303142940,8.14,7.875,vocsc+zstd,False,True,507
GSE287737,Mus musculus,Mus musculus,10xv3,171540,182412,57180,162071401,0.005179,True,140565095,1297300860,9.229,6.938,vocsc+zstd,False,True,179
GSE287751,Mus musculus,,,171540,13177,57180,80368330,0.035555,True,55895869,642999352,11.504,5.564,vocsc+zstd,False,True,13
GSE287885,Mus musculus,Mus musculus,10x_suspect,171540,7127,57180,30951104,0.025317,True,27180085,247637344,9.111,7.025,vocsc+zstd,False,True,7
GSE287968,Mus musculus,Mus musculus,10xv3_5prime,171540,26202,57180,21520284,0.004788,True,20870468,172267084,8.254,7.758,vocsc+zstd,False,True,26
GSE288005,Mus musculus,Mus musculus,10x_suspect,171540,11570,57180,41332088,0.020825,True,34480520,330702988,9.591,6.674,vocsc+zstd,False,True,12
GSE288136,Homo sapiens,Homo sapiens,10xv3,115818,16560,38606,125090156,0.065221,True,89650467,1000787492,11.163,5.733,vocsc+zstd,False,True,17
GSE288147,Homo sapiens,Homo sapiens,10xv3,115818,271307,38606,350535551,0.011156,True,291236959,2805369640,9.633,6.647,vocsc+zstd,False,True,265
GSE288199,Homo sapiens,Homo sapiens,10x_suspect,115818,375501,38606,166341765,0.003825,True,184269564,1332236128,7.23,8.862,vocsc+zstd,False,True,367
GSE288211,Mus musculus,Mus musculus,10x_suspect,171540,47272,57180,293806230,0.036232,True,205035273,2350638932,11.465,5.583,vocsc+zstd,False,True,47
GSE288212,Homo sapiens,Homo sapiens,10xv3,115818,78370,38606,209789901,0.023113,True,168260707,1678632692,9.976,6.416,vocsc+zstd,False,True,77
GSE288231,Mus musculus,Mus musculus,10xv3,171540,148688,57180,372946205,0.014622,True,286180901,2984164396,10.428,6.139,vocsc+zstd,False,True,146
GSE288268,Mus musculus,,,171540,21664,57180,18684013,0.005028,True,17465965,149558764,8.563,7.478,vocsc+zstd,False,True,22
GSE288389,Homo sapiens,Homo sapiens,10x_suspect,115818,18631,38606,137330846,0.063644,True,94413977,1098721296,11.637,5.5,vocsc+zstd,False,True,19
GSE288450,Mus musculus,Mus musculus,seqwell,171540,19096,57180,24892055,0.007599,True,21561684,199212828,9.239,6.93,vocsc+zstd,False,True,19
GSE288490,Homo sapiens,Homo sapiens,10xv2,115818,7824,38606,17823046,0.019669,True,15947142,142615668,8.943,7.158,vocsc+zstd,False,True,8
GSE288514,Mus musculus,Mus musculus,10x_multiome,171540,258264,57180,498009917,0.011241,True,394537128,3985112396,10.101,6.338,vocsc+zstd,False,True,253
GSE288733,Mus musculus,Mus musculus,10xv2,171540,25507,57180,25318154,0.005786,True,24204236,202647264,8.372,7.648,vocsc+zstd,False,True,25
GSE288734,Mus musculus,Mus musculus,10xv3,171540,7932,57180,41173826,0.03026,True,33069958,329422340,9.961,6.425,vocsc+zstd,False,True,8
GSE288743,Mus musculus,Mus musculus,10x_suspect,171540,23711,57180,102759376,0.025264,True,76596110,822169856,10.734,5.963,vocsc+zstd,False,True,24
GSE288770,Homo sapiens,Homo sapiens,10xv3,115818,144038,38606,117048783,0.007016,True,100083491,936966420,9.362,6.84,vocsc+zstd,False,True,141
GSE288822,Homo sapiens,Homo sapiens,10xv3,115818,17259,38606,83843323,0.041945,True,58682552,670815624,11.431,5.599,vocsc+zstd,False,True,17
GSE288856,Homo sapiens,Homo sapiens,10xv2,115818,144589,38606,68954037,0.004118,True,80398165,552210656,6.868,9.328,vocsc+zstd,False,True,142
GSE288863,Mus musculus,Mus musculus,10xv3,171540,28822,57180,88792527,0.017959,True,70008164,710455508,10.148,6.308,vocsc+zstd,False,True,29
GSE288878,Homo sapiens,Homo sapiens,10xv3,115818,9303,38606,10440136,0.00969,True,8903904,83558304,9.384,6.823,vocsc+zstd,False,True,10
GSE288964,Homo sapiens,Homo sapiens,10xv3,115818,92473,38606,257710596,0.024063,True,197587416,2062054664,10.436,6.134,vocsc+zstd,False,True,91
GSE289142,Mus musculus,Mus musculus,10x_suspect,171540,38091,57180,28795255,0.004407,True,28386264,230514408,8.121,7.886,vocsc+zstd,False,True,38
GSE289268,Mus musculus,Mus musculus,10xv3,171540,44103,57180,137153015,0.018129,True,105976657,1097400536,10.355,6.182,vocsc+zstd,False,True,44
GSE289270,Mus musculus,Mus musculus,10xv4,171540,11608,57180,69349305,0.034827,True,53739784,554840876,10.325,6.199,vocsc+zstd,False,True,12
GSE289281,Mus musculus,Mus musculus,10x_suspect,171540,22770,57180,54138554,0.01386,True,43532512,433199516,9.951,6.433,vocsc+zstd,False,True,23
GSE289368,Homo sapiens,Homo sapiens,10xv3,115818,16748,38606,69948027,0.036061,True,50452087,559651212,11.093,5.77,vocsc+zstd,False,True,17
GSE289457,Mus musculus,Mus musculus,10xv3,171540,26151,57180,76423123,0.017036,True,55938321,611489592,10.931,5.856,vocsc+zstd,False,True,26
GSE289461,Mus musculus,Mus musculus,dropseq,171540,351628,57180,149089947,0.002472,True,153758158,1194126092,7.766,8.25,vocsc+zstd,False,True,344
GSE289548,Mus musculus,Mus musculus,10xv3,171540,14099,57180,34730346,0.01436,True,28567441,277899168,9.728,6.58,vocsc+zstd,False,True,14
GSE289606,Mus musculus,Mus musculus,10xv2,171540,8509,57180,7821701,0.005359,True,8261422,62607648,7.578,8.45,vocsc+zstd,False,True,9
GSE289723,Mus musculus,Mus musculus,10xv3,171540,44506,57180,141562107,0.018542,True,110943725,1132674884,10.209,6.27,vocsc+zstd,False,True,44
GSE289732,Mus musculus,Mus musculus,10xv3,171540,11944,57180,4955322,0.002419,True,6555064,39690356,6.055,10.583,vocsc+zstd,False,True,12
GSE289849,Homo sapiens,Homo sapiens,10xv3_5prime,115818,107541,38606,78736105,0.006322,True,71867252,630319008,8.771,7.302,vocsc+zstd,False,True,106
GSE289864,Homo sapiens,Homo sapiens,10x_suspect,115818,14001,38606,13716576,0.008459,True,15772645,109788616,6.961,9.199,vocsc+zstd,False,True,14
GSE289921,Mus musculus,Mus musculus,10x_suspect,171540,102554,57180,20422021,0.001161,True,18356886,163786388,8.922,7.191,vocsc+zstd,False,True,101
GSE290081,Mus musculus,,,171540,8606,57180,5868904,0.003975,True,6729566,46985660,6.982,9.173,vocsc+zstd,False,True,9
GSE290102,Mus musculus,Mus musculus,10xv3,171540,216649,57180,60040204,0.001616,True,62327097,481188232,7.72,8.305,vocsc+zstd,False,True,212
GSE290141,Homo sapiens,Homo sapiens,10xv3,115818,8393,38606,52850100,0.054369,True,41381471,422834376,10.218,6.264,vocsc+zstd,False,True,9
GSE290150,Mus musculus,Mus musculus,10xv3,171540,24884,57180,119941412,0.028099,True,95206699,959630836,10.079,6.35,vocsc+zstd,False,True,25
GSE290216,Homo sapiens,Homo sapiens,10xv2,115818,32759,38606,10955158,0.002887,True,12016265,87772304,7.304,8.775,vocsc+zstd,False,True,32
GSE290275,Mus musculus,Mus musculus,10x_suspect,171540,7089,57180,24307771,0.019989,True,19752426,194490528,9.846,6.501,vocsc+zstd,False,True,7
GSE290276,Mus musculus,Mus musculus,10x_suspect,171540,19406,57180,48066585,0.014439,True,36323508,384610308,10.588,6.046,vocsc+zstd,False,True,19
GSE290353,Homo sapiens,Homo sapiens,10xv3,115818,154725,38606,457936060,0.025555,True,339051443,3664107384,10.807,5.923,vocsc+zstd,False,True,152
GSE290363,Mus musculus,Mus musculus,10xv3,171540,19126,57180,51816514,0.015794,True,42462670,414608620,9.764,6.556,vocsc+zstd,False,True,19
GSE290398,Mus musculus,Mus musculus,10xv3,171540,145330,57180,98068782,0.003934,True,87860527,785131580,8.936,7.167,vocsc+zstd,False,True,142
GSE290550,Danio rerio,Danio rerio,10xv3,97560,47590,32520,74720557,0.016094,True,61184766,597954820,9.773,6.551,vocsc+zstd,False,True,47
GSE290757,Homo sapiens,Homo sapiens,10xv2,115818,167041,38606,131730003,0.006809,True,117382302,1054508192,8.984,7.129,vocsc+zstd,False,True,164
GSE290794,Mus musculus,Mus musculus,10xv3,171540,73118,57180,18590011,0.001482,True,20102916,149012564,7.412,8.651,vocsc+zstd,False,True,72
GSE290798,Homo sapiens,Homo sapiens,10x_suspect,115818,93106,38606,81254580,0.007535,True,73861984,650409068,8.806,7.272,vocsc+zstd,False,True,91
GSE290822,Homo sapiens,Homo sapiens,10xv3,115818,127947,38606,241489431,0.016296,True,198763790,1932427240,9.722,6.585,vocsc+zstd,False,True,125
GSE290832,Homo sapiens,Homo sapiens,10x_suspect,115818,498918,38606,635612034,0.011,True,489498030,5086891948,10.392,6.161,vocsc+zstd,False,True,488
GSE290903,Mus musculus,Mus musculus,10x_suspect,171540,20384,57180,97547090,0.027897,True,71368834,780458260,10.936,5.853,vocsc+zstd,False,True,20
GSE290925,Homo sapiens,Homo sapiens,10xv3,115818,9004,38606,34399409,0.032987,True,28725321,275231292,9.581,6.68,vocsc+zstd,False,True,9
GSE290931,Homo sapiens,Homo sapiens,10x_multiome,115818,15757,38606,63822716,0.034972,True,49716875,510644760,10.271,6.232,vocsc+zstd,False,True,16
GSE290932,Mus musculus,Mus musculus,10x_suspect,171540,17058,57180,32590922,0.011138,True,29871720,260795612,8.731,7.333,vocsc+zstd,False,True,17
GSE290943,Mus musculus,,,171540,14691,57180,51004855,0.020239,True,41403518,408097608,9.857,6.494,vocsc+zstd,False,True,15
GSE290975,Mus musculus,Mus musculus,10xv3,171540,344703,57180,199833521,0.00338,True,170163021,1600046984,9.403,6.812,vocsc+zstd,False,True,337
GSE290980,Homo sapiens,Homo sapiens,10xv3,115818,30833,38606,77573701,0.021723,True,60264320,620712944,10.3,6.215,vocsc+zstd,False,True,31
GSE291004,Homo sapiens,Homo sapiens,10x_suspect,115818,209575,38606,383394285,0.015795,True,339355870,3067992584,9.041,7.081,vocsc+zstd,False,True,205
GSE291080,Homo sapiens,Homo sapiens,10xv3,115818,405720,38606,1055019648,0.022452,True,839340288,8441780068,10.058,6.365,vocsc+zstd,False,True,397
GSE291120,Mus musculus,Mus musculus,10x_suspect,171540,18600,57180,7132969,0.002236,True,6510079,57138156,8.777,7.301,vocsc+zstd,False,True,19
GSE291126,Mus musculus,Mus musculus,10xv3,171540,35894,57180,85446657,0.013877,True,64783178,683716836,10.554,6.065,vocsc+zstd,False,True,36
GSE291154,Mus musculus,Mus musculus,10x_suspect,171540,1882,57180,4888280,0.015142,True,5603903,39113772,6.98,9.171,vocsc+zstd,False,True,2
GSE291364,Gallus gallus,Gallus gallus,10xv3,90324,330600,30108,114536031,0.003836,True,116113834,917610652,7.903,8.11,vocsc+zstd,False,True,323
GSE291435,Mus musculus,Mus musculus,10xv3,171540,16900,57180,61722784,0.021291,True,49370475,493849876,10.003,6.399,vocsc+zstd,False,True,17
GSE291457,Mus musculus,Mus musculus,10x_suspect,171540,78723,57180,90039816,0.006668,True,78276964,720633424,9.206,6.955,vocsc+zstd,False,True,77
GSE291561,Drosophila melanogaster,Drosophila melanogaster,10xv3,72834,2754,24278,8852351,0.044133,True,6636601,70829828,10.673,5.998,vocsc+zstd,False,True,3
GSE291562,Mus musculus,Mus musculus,10x_suspect,171540,18100,57180,62590768,0.020159,True,50524898,500798548,9.912,6.458,vocsc+zstd,False,True,18
GSE291575,Homo sapiens,Homo sapiens,10x_suspect,115818,94592,38606,23751746,0.002168,True,19905577,190392340,9.565,6.705,vocsc+zstd,False,True,93
GSE291641,Mus musculus,Mus musculus,10x_multiome,171540,56339,57180,131249504,0.013581,True,101531245,1050221392,10.344,6.189,vocsc+zstd,False,True,56
GSE291678,Homo sapiens,Homo sapiens,10xv3,115818,38844,38606,373407784,0.083001,True,255887123,2987417652,11.675,5.482,vocsc+zstd,False,True,38
GSE291698,Mus musculus,Mus musculus,10xv3,171540,78794,57180,320966369,0.023747,True,252774280,2568046132,10.159,6.3,vocsc+zstd,False,True,77
GSE291758,Homo sapiens,Homo sapiens,10x_suspect,115818,16116,38606,32339109,0.017326,True,26148051,258777340,9.897,6.468,vocsc+zstd,False,True,16
GSE291781,Mus musculus,Mus musculus,10xv3,171540,867199,57180,159255406,0.001071,True,175271102,1277512048,7.289,8.805,vocsc+zstd,False,True,847
GSE291815,Homo sapiens,Rousettus aegyptiacus; Homo sapiens,10xv3,115818,7615,38606,12923583,0.014653,True,10781616,103419128,9.592,6.674,vocsc+zstd,False,True,8
GSE291819,Mus musculus,Mus musculus,10x_suspect,171540,14244,57180,77451103,0.031698,True,58849417,619665804,10.53,6.079,vocsc+zstd,False,True,14
GSE291845,Mus musculus,Mus musculus,10xv3,171540,144524,57180,63466283,0.00256,True,59376075,508308364,8.561,7.484,vocsc+zstd,False,True,142
GSE291948,Mus musculus,Mus musculus,10x_suspect,171540,129883,57180,78104912,0.003506,True,72719278,625358832,8.6,7.448,vocsc+zstd,False,True,127
GSE292083,Homo sapiens,Homo sapiens,10x_suspect,115818,229458,38606,299749330,0.011279,True,259830931,2398912476,9.233,6.935,vocsc+zstd,False,True,225
GSE292092,Mus musculus,Mus musculus,10x_suspect,171540,156820,57180,253341586,0.009418,True,200847767,2027359972,10.094,6.342,vocsc+zstd,False,True,154
GSE292099,Unknown,Ovis aries,10x_suspect,92166,44063,92166,127701154,0.031445,True,105897111,1021785488,9.649,6.634,vocsc+zstd,False,True,44
GSE292260,Mus musculus,Mus musculus,10x_multiome,171540,115538,57180,380681831,0.019208,True,289533953,3045916804,10.52,6.085,vocsc+zstd,False,True,113
GSE292308,Mus musculus,Mus musculus,10x_suspect,171540,51561,57180,77482885,0.00876,True,60059479,620069328,10.324,6.201,vocsc+zstd,False,True,51
GSE292457,Homo sapiens,Homo sapiens,10xv3,115818,17481,38606,123920471,0.061207,True,90565991,991433696,10.947,5.847,vocsc+zstd,False,True,18
GSE292490,Mus musculus,Mus musculus,10xv2,171540,34685,57180,45808286,0.007699,True,38720016,366605032,9.468,6.762,vocsc+zstd,False,True,34
GSE292508,Mus musculus,Mus musculus,10xv3,171540,17011,57180,87535613,0.029998,True,62181431,700352952,11.263,5.683,vocsc+zstd,False,True,17
GSE292522,Mus musculus,Mus musculus,10xv3,171540,93969,57180,238588294,0.014801,True,177293215,1909082232,10.768,5.945,vocsc+zstd,False,True,92
GSE292575,Homo sapiens,Homo sapiens,10x_suspect,115818,36635,38606,62464310,0.014722,True,51677093,499861024,9.673,6.618,vocsc+zstd,False,True,36
GSE292642,Mus musculus,Mus musculus,10x_suspect,171540,119429,57180,194960013,0.009516,True,159904103,1560157824,9.757,6.562,vocsc+zstd,False,True,117
GSE292661,Homo sapiens,Homo sapiens,10xv3_5prime,115818,115983,38606,37401432,0.002784,True,38266486,299675392,7.831,8.185,vocsc+zstd,False,True,114
GSE292667,Mus musculus,Mus musculus,10xv4,171540,65141,57180,186738811,0.016711,True,146189341,1494171056,10.221,6.263,vocsc+zstd,False,True,64
GSE292830,Mus musculus,Mus musculus,citeseq,171540,24351,57180,54052290,0.01294,True,42311878,432515728,10.222,6.262,vocsc+zstd,False,True,24
GSE292904,Mus musculus,Mus musculus,10xv3,171540,67494,57180,123405866,0.010659,True,98639942,987516908,10.011,6.395,vocsc+zstd,False,True,66
GSE292909,Homo sapiens,Homo sapiens,10xv3,115818,1903836,38606,5627964853,0.025524,True,4301711490,45031334172,10.468,6.115,vocsc+zstd,False,True,1860
GSE292928,Mus musculus,Mus musculus,10xv3,171540,38073,57180,82453902,0.012625,True,68265932,659783512,9.665,6.623,vocsc+zstd,False,True,38
GSE292971,Homo sapiens,Homo sapiens,10xv3,115818,451173,38606,1437613565,0.027512,True,1167824173,11502713216,9.85,6.499,vocsc+zstd,False,True,441
GSE293027,Mus musculus,Mus musculus,10xv3,171540,9062,57180,28510696,0.018341,True,23909089,228121820,9.541,6.709,vocsc+zstd,False,True,9
GSE293132,Mus musculus,Mus musculus,10xv3,171540,5894,57180,6735655,0.006662,True,7107847,53908820,7.584,8.442,vocsc+zstd,False,True,6
GSE293148,Homo sapiens,Homo sapiens; Mus musculus,10xv3,115818,26396,38606,109848205,0.035932,True,85083774,878891228,10.33,6.196,vocsc+zstd,False,True,26
GSE293229,Mus musculus,Mus musculus,10xv3,171540,673293,57180,257947598,0.002233,True,254180283,2066273960,8.129,7.883,vocsc+zstd,False,True,658
GSE293260,Mus musculus,Mus musculus,10x_suspect,171540,518175,57180,243175302,0.002736,True,214153126,1947475120,9.094,7.045,vocsc+zstd,False,True,507
GSE293405,Mus musculus,Mus musculus,10x_suspect,171540,11600,57180,61316463,0.030814,True,44183365,490578108,11.103,5.765,vocsc+zstd,False,True,12
GSE293426,Homo sapiens,Homo sapiens,10xv3,115818,54294,38606,106430296,0.016925,True,85723377,851659548,9.935,6.444,vocsc+zstd,False,True,54
GSE293435,Homo sapiens,Homo sapiens,10x_suspect,115818,108119,38606,10484230,0.000837,True,11801643,84306320,7.144,9.005,vocsc+zstd,False,True,106
GSE293483,Homo sapiens,Homo sapiens,10xv3_5prime,115818,10158,38606,6926278,0.005887,True,8386770,55450860,6.612,9.687,vocsc+zstd,False,True,10
GSE293526,Mus musculus,Mus musculus,10x_suspect,171540,4111,57180,33375115,0.047327,True,26994769,267017368,9.891,6.471,vocsc+zstd,False,True,5
GSE293537,Mus musculus,Mus musculus,10xv3,171540,42328,57180,34744039,0.004785,True,33437898,278121628,8.318,7.699,vocsc+zstd,False,True,42
GSE293686,Mus musculus,Mus musculus,10xv3,171540,47288,57180,158066638,0.019486,True,123186575,1264722260,10.267,6.235,vocsc+zstd,False,True,47
GSE293717,Homo sapiens,Homo sapiens,10x_suspect,115818,42253,38606,51529877,0.01053,True,48079122,412408032,8.578,7.464,vocsc+zstd,False,True,42
GSE293737,Mus musculus,Mus musculus,10xv3,171540,83817,57180,87530115,0.006088,True,78223713,700576192,8.956,7.149,vocsc+zstd,False,True,82
GSE293769,Mus musculus,Mus musculus,10x_suspect,171540,236448,57180,197243717,0.004863,True,173522006,1578895532,9.099,7.038,vocsc+zstd,False,True,231
