gse_id,nnz,nrows,ncols,experiment,codec,level,file_bytes,raw_int32_bytes,ratio_vs_int32,ratio_vs_theory,write_median_s,read_median_s,write_mbps,read_mbps,H_value_bits,H_gap_bits,pz_default_bytes
GSE223222,11530239,115818,6717,zstd_level,zstd-12,12,9431838,92241912,9.779844819217633,0.7847751268945472,0.5322193307802081,0.070265491027385,173.3155987866464,1312.7626470873163,1.2485776231824826,7.090403396865599,9926083
GSE223222,11530239,115818,6717,zstd_level,zstd-15,15,9426652,92241912,9.78522512552707,0.7843436262890369,0.7249118941836059,0.07029356900602579,127.24568701398206,1312.2382787548136,1.2485776231824826,7.090403396865599,9926083
GSE223222,11530239,115818,6717,zstd_level,zstd-19,19,9314011,92241912,9.903564855141356,0.7749713432760622,1.3430719883181155,0.06728428229689598,68.6797973618015,1370.9280808402914,1.2485776231824826,7.090403396865599,9926083
GSE223222,11530239,115818,6717,zstd_level,zstd-22,22,9311364,92241912,9.906380203802579,0.7747510999087684,1.6412388938479125,0.06738885398954153,56.20261154287982,1368.8007220647432,1.2485776231824826,7.090403396865599,9926083
GSE223222,11530239,115818,6717,alt_codec_raw,lz4-0,0,50166395,92241912,1.8387191664858518,4.174089822361981,0.1684717107564211,0.07976404996588826,547.5216675003956,1156.434659968344,1.2485776231824826,7.090403396865599,9926083
GSE223222,11530239,115818,6717,alt_codec_raw,lz4-9,9,28619782,92241912,3.2230123905206547,2.3813060668285733,7.762617198750377,0.07516094716265798,11.882836630775644,1227.25850966695,1.2485776231824826,7.090403396865599,9926083
GSE223222,11530239,115818,6717,alt_codec_raw,gzip-1,1,26999917,92241912,3.4163776133089594,2.2465253633297393,1.2186973234638572,0.3745381967164576,75.68894279493806,246.28172188758444,1.2485776231824826,7.090403396865599,9926083
GSE223222,11530239,115818,6717,alt_codec_raw,gzip-6,6,24381606,92241912,3.783258248041577,2.0286690613794316,4.810376983135939,0.28134568640962243,19.17560979594295,327.8596987824484,1.2485776231824826,7.090403396865599,9926083
GSE223222,11530239,115818,6717,alt_codec_raw,gzip-9,9,23173796,92241912,3.9804403214734436,1.9281733524821303,23.118972424883395,0.268946451600641,3.9898794074739348,342.9750102707068,1.2485776231824826,7.090403396865599,9926083
GSE223222,11530239,115818,6717,alt_codec_raw,bz2-9,9,14313482,92241912,6.444407587196463,1.1909518222061084,16.71384082082659,2.8796869185753167,5.518893771266522,32.031923819564156,1.2485776231824826,7.090403396865599,9926083
GSE223222,11530239,115818,6717,alt_codec_raw,brotli-1,1,28065436,92241912,3.2866730450936164,2.3351817639627392,0.4069846975617111,0.40829596063122153,226.64712593036342,225.91923725474754,1.2485776231824826,7.090403396865599,9926083
GSE223222,11530239,115818,6717,alt_codec_raw,brotli-4,4,21049416,92241912,4.382160151141485,1.7514145294327694,1.3089943514205515,0.24158474057912827,70.4677693222258,381.8201090800569,1.2485776231824826,7.090403396865599,9926083
GSE223222,11530239,115818,6717,alt_codec_raw,brotli-11,11,14499058,92241912,6.361924478128166,1.2063926545177515,228.61533545795828,0.2047955640591681,0.4034808593011602,450.409716752215,1.2485776231824826,7.090403396865599,9926083
GSE223222,11530239,115818,6717,alt_codec_raw,lzma-6,6,13683060,92241912,6.741321897294903,1.138497623454273,40.527735078241676,1.0125748696736991,2.27601941786089,91.09638680814273,1.2485776231824826,7.090403396865599,9926083
GSE245073,15531226,171540,5724,entropy,theory,0,16219561,124249808,7.660491389883388,1.0,0,0,0,0,1.683080908799497,6.671551571880756,13312158
GSE245073,15531226,171540,5724,entropy,value_entropy_only,0,3267538,124249808,38.025504101077196,4.963846594918768,0,0,0,0,1.683080908799497,6.671551571880756,13312158
GSE245073,15531226,171540,5724,zstd_level,zstd-1,1,12518441,124249808,9.92534198148156,0.7718113294409533,0.49847914185374975,0.1082552163861692,249.25778747318984,1147.7489228488973,1.683080908799497,6.671551571880756,13312158
GSE245073,15531226,171540,5724,zstd_level,zstd-2,2,12588364,124249808,9.870210934478857,0.7761223585530048,0.5080817099660635,0.10935620591044426,244.54690173417,1136.1934786010468,1.683080908799497,6.671551571880756,13312158
GSE245073,15531226,171540,5724,zstd_level,zstd-3,3,12705687,124249808,9.779070427281894,0.7833557848721449,0.5271671218797565,0.11037919018417597,235.6933936944964,1125.6633410036789,1.683080908799497,6.671551571880756,13312158
GSE245073,15531226,171540,5724,zstd_level,zstd-4,4,12767577,124249808,9.731667018730336,0.7871715478077292,0.5552223520353436,0.11277700308710337,223.7838724333106,1101.7300034479158,1.683080908799497,6.671551571880756,13312158
GSE245073,15531226,171540,5724,zstd_level,zstd-5,5,12651150,124249808,9.82122637072519,0.7799933634273561,0.5874440246261656,0.1115679182112217,211.50918690350014,1113.6696820386019,1.683080908799497,6.671551571880756,13312158
GSE245073,15531226,171540,5724,zstd_level,zstd-6,6,12596723,124249808,9.863661207760146,0.7766377239170144,0.5929873860441148,0.11310005513951182,209.53195788680156,1098.5830895195822,1.683080908799497,6.671551571880756,13312158
GSE245073,15531226,171540,5724,zstd_level,zstd-7,7,12592444,124249808,9.86701294839985,0.7763739066670327,0.6119852140545845,0.11191187985241413,203.02746724354333,1110.2468135094928,1.683080908799497,6.671551571880756,13312158
GSE245073,15531226,171540,5724,zstd_level,zstd-8,8,12575189,124249808,9.880551934448063,0.7753100677681232,0.627200024202466,0.11169242300093174,198.10236480458266,1112.4282620224249,1.683080908799497,6.671551571880756,13312158
GSE245073,15531226,171540,5724,zstd_level,zstd-9,9,12578981,124249808,9.877573390086209,0.7755438595446903,0.6487999218516052,0.11288226768374443,191.5071254099483,1100.7026218511426,1.683080908799497,6.671551571880756,13312158
GSE245073,15531226,171540,5724,zstd_level,zstd-10,10,12563751,124249808,9.889547158328751,0.7746048698935519,0.6950095812790096,0.11301625985652208,178.77423757431666,1099.3976278965458,1.683080908799497,6.671551571880756,13312158
GSE245073,15531226,171540,5724,zstd_level,zstd-12,12,12553180,124249808,9.897875120089093,0.7739531259932116,0.9297260651364923,0.11337424209341407,133.64130861681176,1095.9262501408837,1.683080908799497,6.671551571880756,13312158
GSE245073,15531226,171540,5724,zstd_level,zstd-15,15,12543672,124249808,9.905377627858892,0.7733669202412075,1.3555238521657884,0.11326001677662134,91.66183819006936,1097.0315168242773,1.683080908799497,6.671551571880756,13312158
GSE245073,15531226,171540,5724,zstd_level,zstd-19,19,12347163,124249808,10.06302484222489,0.7612513642756433,2.402185474988073,0.10711651295423508,51.72365302084632,1159.950082141724,1.683080908799497,6.671551571880756,13312158
GSE245073,15531226,171540,5724,zstd_level,zstd-22,22,12342939,124249808,10.066468610109796,0.7609909379928851,3.593542587943375,0.10741621721535921,34.5758551510891,1156.7136808671175,1.683080908799497,6.671551571880756,13312158
GSE245073,15531226,171540,5724,alt_codec_raw,lz4-0,0,72355078,124249808,1.7172230537848359,4.46097632628407,0.22852599853649735,0.10277049941942096,543.7009740498141,1209.002668099519,1.683080908799497,6.671551571880756,13312158
GSE245073,15531226,171540,5724,alt_codec_raw,lz4-9,9,39131827,124249808,3.1751599024497374,2.4126316863516304,11.824578769039363,0.10527958907186985,10.507757648443839,1180.1889530094954,1.683080908799497,6.671551571880756,13312158
GSE245073,15531226,171540,5724,alt_codec_raw,gzip-1,1,37047468,124249808,3.3538002651085357,2.28412272179109,1.7054559546522796,0.51678835041821,72.85430483329775,240.42687475337064,1.683080908799497,6.671551571880756,13312158
